Removed Pin From Net: NetName=GND Pin=P1-A1
Removed Pin From Net: NetName=NetC5_2 Pin=P1-A2
Removed Pin From Net: NetName=NetP1_3 Pin=P1-A3
Removed Pin From Net: NetName=NetC7_1 Pin=U2-1
Removed Pin From Net: NetName=NetC8_2 Pin=U2-2
Removed Pin From Net: NetName=NetC7_2 Pin=U2-3
Removed Pin From Net: NetName=NetC6_1 Pin=U2-4
Removed Pin From Net: NetName=NetC6_2 Pin=U2-5
Removed Pin From Net: NetName=NetC10_2 Pin=U2-6
Removed Pin From Net: NetName=NetP4_9 Pin=U2-7
Removed Pin From Net: NetName=NetP4_7 Pin=U2-8
Removed Pin From Net: NetName=NetP4_13 Pin=U2-9
Removed Pin From Net: NetName=NetP4_11 Pin=U2-10
Removed Pin From Net: NetName=GND Pin=U2-15
Removed Pin From Net: NetName=NetC9_2 Pin=U2-16
Removed Member From Class: ClassName=BoardPower Member=P3
Removed Member From Class: ClassName=Serial Member=U2
Change component parameters: Designator = "U1"; Footprint = "L7986ATR"; UniqueID = "\LBHYSBYJ"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "http://industrial.panasonic.com/www-data/pdf/AOA0000/AOA0000CE26.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "http://www.farnell.com/datasheets/485442.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.farnell.com/datasheets/485442.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Composition"; Value = "Metal Film,Thin Film"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Plating"; Value = "Tin"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Depth"; Value = "0.8mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Features"; Value = "Automotive AEC-Q200"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.45mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Length"; Value = "1.6mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Panasonic"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "ERA3AEB3401V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "155°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Power Dissipation"; Value = "100mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Military Standard"; Value = "Not"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Pins"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Terminations"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Quantity"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power Rating"; Value = "100mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.35, 10=0.3, 100=0.1172, 1000=0.04906, 2500=0.04498 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Radiation Hardening"; Value = "No"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Resistance"; Value = "3.4kR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "33449"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "P3.4KDBCT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "25ppm/°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "3.4k"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating"; Value = "75V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating (DC)"; Value = "75V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Width"; Value = "0.8mm"; VariantName = "[No Variations]"
Change component parameters: Designator = "D1"; Footprint = "SOD323"; UniqueID = "\RKSHFWAR"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Average Rectified Current"; Value = "200mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "10pF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case/Package"; Value = "SOT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.jameco.com/Jameco/Products/ProdDS/1539180.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.jameco.com/Jameco/Products/ProdDS/1539180.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=141352"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=141352"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "http://www.st.com/web/en/resource/technical/document/datasheet/CD00002082.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.st.com/web/en/resource/technical/document/datasheet/CD00002082.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "http://www.st.com/content/ccc/resource/technical/document/datasheet/group1/48/52/98/4d/1d/c7/40/65/CD00002082/files/CD00002082.pdf/jcr:content/translations/en.CD00002082.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "http://www.st.com/content/ccc/resource/technical/document/datasheet/group1/48/52/98/4d/1d/c7/40/65/CD00002082/files/CD00002082.pdf/jcr:content/translations/en.CD00002082.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002082.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5URL"; Value = "http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002082.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6Description"; Value = "http://datasheet.iiic.cc/stmicroelectronics/STPS3L40S.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6URL"; Value = "http://datasheet.iiic.cc/stmicroelectronics/STPS3L40S.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Plating"; Value = "Matte,Tin"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Current Rating"; Value = "200mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Element Configuration"; Value = "Single"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Forward Current"; Value = "200mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Forward Voltage"; Value = "800mV"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "1mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Length"; Value = "2.9mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Diodes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "BAT54-7-F"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Forward Surge Current (Ifsm)"; Value = "600mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "150°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Power Dissipation"; Value = "200mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Repetitive Reverse Voltage (Vrrm)"; Value = "30V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Reverse Leakage Current"; Value = "100uA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Reverse Voltage (DC)"; Value = "30V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Surge Current"; Value = "75A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-65°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Pins"; Value = "3"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Output Current"; Value = "200mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Quantity"; Value = "3000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Peak Non-Repetitive Surge Current"; Value = "600mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Peak Reverse Current"; Value = "2uA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Polarity"; Value = "Standard"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power Dissipation"; Value = "200mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power Rating"; Value = "200mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.13, 10=0.117, 100=0.0634, 500=0.03904, 1000=0.02662 (GBP)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 2"; Value = "1=0.84, 10=0.742, 100=0.5689, 500=0.4497, 1000=0.35976 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Radiation Hardening"; Value = "No"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reverse Recovery Time"; Value = "5ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "396335"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 2"; Value = "24"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 2"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "BAT54-FDICT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 2"; Value = "497-4673-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Termination"; Value = "SMD/SMT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating (DC)"; Value = "30V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Weight"; Value = "0.000282oz"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Width"; Value = "1.3mm"; VariantName = "[No Variations]"
Change component parameters: Designator = "D2"; Footprint = "SOD323"; UniqueID = "\JODTRTPP"
Change component parameters. Clean all parameters for all variants
Change component parameters (AddParameter): Name = "Average Rectified Current"; Value = "200mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "10pF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case/Package"; Value = "SOT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.jameco.com/Jameco/Products/ProdDS/1539180.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.jameco.com/Jameco/Products/ProdDS/1539180.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=141352"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.verical.com/server-webapp/html/getDatasheet?partID=141352"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3Description"; Value = "http://www.st.com/web/en/resource/technical/document/datasheet/CD00002082.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.st.com/web/en/resource/technical/document/datasheet/CD00002082.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4Description"; Value = "http://www.st.com/content/ccc/resource/technical/document/datasheet/group1/48/52/98/4d/1d/c7/40/65/CD00002082/files/CD00002082.pdf/jcr:content/translations/en.CD00002082.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink4URL"; Value = "http://www.st.com/content/ccc/resource/technical/document/datasheet/group1/48/52/98/4d/1d/c7/40/65/CD00002082/files/CD00002082.pdf/jcr:content/translations/en.CD00002082.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5Description"; Value = "http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002082.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink5URL"; Value = "http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/CD00002082.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6Description"; Value = "http://datasheet.iiic.cc/stmicroelectronics/STPS3L40S.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink6URL"; Value = "http://datasheet.iiic.cc/stmicroelectronics/STPS3L40S.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Plating"; Value = "Matte,Tin"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Current Rating"; Value = "200mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Element Configuration"; Value = "Single"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Forward Current"; Value = "200mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Forward Voltage"; Value = "800mV"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "1mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Length"; Value = "2.9mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Diodes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "BAT54-7-F"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Forward Surge Current (Ifsm)"; Value = "600mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "150°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Power Dissipation"; Value = "200mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Repetitive Reverse Voltage (Vrrm)"; Value = "30V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Reverse Leakage Current"; Value = "100uA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Reverse Voltage (DC)"; Value = "30V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Surge Current"; Value = "75A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-65°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Pins"; Value = "3"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Output Current"; Value = "200mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package Quantity"; Value = "3000"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Peak Non-Repetitive Surge Current"; Value = "600mA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Peak Reverse Current"; Value = "2uA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Polarity"; Value = "Standard"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power Dissipation"; Value = "200mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Power Rating"; Value = "200mW"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=0.13, 10=0.117, 100=0.0634, 500=0.03904, 1000=0.02662 (GBP)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 2"; Value = "1=0.84, 10=0.742, 100=0.5689, 500=0.4497, 1000=0.35976 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Radiation Hardening"; Value = "No"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Reverse Recovery Time"; Value = "5ns"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "396335"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 2"; Value = "24"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 2"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "BAT54-FDICT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 2"; Value = "497-4673-1-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Termination"; Value = "SMD/SMT"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating (DC)"; Value = "30V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Weight"; Value = "0.000282oz"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Width"; Value = "1.3mm"; VariantName = "[No Variations]"
Added Component: Designator=J?(PCIE-064-02-X-D-EMSX)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "CREATED"; Value = "September 7, 2015 - Wendy Xin"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MANUFACTURER"; Value = "SAMTEC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "MODIFIED"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PCB DECAL"; Value = "PCIE-064-02-X-D-EMSX"; VariantName = "[No Variations]"
Added Component: Designator=U?(N0016A)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "www.ti.com"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://www.ti.com/general/docs/lit/getliterature.tsp?genericPartNumber=MAX232&fileType=pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "Package Specification"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "http://www.ti.com/litv/pdf/mpdi002c"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "SLLS047L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Drivers Per Package"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ESD HBM(kV)"; Value = "+/-2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ICC(Max)(mA)"; Value = "10"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "16-Pin Plastic Dual-In-Line Package, Row Spacing 7.62 mm, Pitch 2.54 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "N0016A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageVersion"; Value = "revE, Dec-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Receivers Per Package"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RS-232"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Single Supply"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "SubFamily"; Value = "RS-232"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supply Voltage(s)(V)"; Value = "5"; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=J?-B1
Added Pin To Net: NetName=NetC5_2 Pin=J?-B2
Added Pin To Net: NetName=NetP1_3 Pin=J?-B3
Added Pin To Net: NetName=NetC7_1 Pin=U?-1
Added Pin To Net: NetName=NetC8_2 Pin=U?-2
Added Pin To Net: NetName=NetC7_2 Pin=U?-3
Added Pin To Net: NetName=NetC6_1 Pin=U?-4
Added Pin To Net: NetName=NetC6_2 Pin=U?-5
Added Pin To Net: NetName=NetC10_2 Pin=U?-6
Added Pin To Net: NetName=NetP4_9 Pin=U?-7
Added Pin To Net: NetName=NetP4_7 Pin=U?-8
Added Pin To Net: NetName=NetP4_13 Pin=U?-9
Added Pin To Net: NetName=NetP4_11 Pin=U?-10
Added Pin To Net: NetName=GND Pin=U?-15
Added Pin To Net: NetName=NetC9_2 Pin=U?-16
Change Net Name : Old Net Name=NetP1_3 New Net Name=NetJ?_B3
Added Member To Class: ClassName=BoardPower Member=Component J? PCIE-064-02-X-D-EMSX
Added Member To Class: ClassName=Master Member=Component P2 Header 14
Added Member To Class: ClassName=Master Member=Component P4 Header 10X2
Added Member To Class: ClassName=Serial Member=Component U? MAX232N
Added Room: Name=BoardPower
Added Room: Name=Master
Added Room: Name=Serial
